Vuln ID,Rule ID,STIG ID,Rule Title,Discussion,Check Content,Fix Text
V-38584,SV-50385r1_rule,RHEL-06-000204,The xinetd service must be uninstalled if no network services utilizing it are enabled.,Removing the 'xinetd' package decreases the risk of the xinetd service's accidental (or intentional) activation.,"If network services are using the xinetd service, this is not applicable.Run the following command to determine if the 'xinetd' package is installed: # rpm -q xinetdIf the package is installed, this is a finding.",The 'xinetd' package can be uninstalled with the following command: # yum erase xinetd
V-38585,SV-50386r1_rule,RHEL-06-000068,The system boot loader must require authentication.,"Password protection on the boot loader configuration ensures users with physical access cannot trivially alter important bootloader settings. These include which kernel to use, and whether to enter single-user mode.","To verify the boot loader password has been set and encrypted, run the following command: # grep password /etc/grub.confThe output should show the following: password --encrypted '$6$[rest-of-the-password-hash]'If it does not, this is a finding.","The grub boot loader should have password protection enabled to protect boot-time settings. To do so, select a password and then generate a hash from it by running the following command: # grub-crypt --sha-512When prompted to enter a password, insert the following line into '/etc/grub.conf' immediately after the header comments. (Use the output from 'grub-crypt' as the value of [password-hash]): password --encrypted [password-hash]"
V-38586,SV-50387r1_rule,RHEL-06-000069,The system must require authentication upon booting into single-user and maintenance modes.,This prevents attackers with physical access from trivially bypassing security on the machine and gaining root access. Such accesses are further prevented by configuring the bootloader password.,"To check if authentication is required for single-user mode, run the following command: $ grep SINGLE /etc/sysconfig/initThe output should be the following: SINGLE=/sbin/suloginIf the output is different, this is a finding.","Single-user mode is intended as a system recovery method, providing a single user root access to the system by providing a boot option at startup. By default, no authentication is performed if single-user mode is selected. To require entry of the root password even if the system is started in single-user mode, add or correct the following line in the file '/etc/sysconfig/init': SINGLE=/sbin/sulogin"
V-38587,SV-50388r1_rule,RHEL-06-000206,The telnet-server package must not be installed.,"Removing the 'telnet-server' package decreases the risk of the unencrypted telnet service's accidental (or intentional) activation.Mitigation:  If the telnet-server package is configured to only allow encrypted sessions, such as with Kerberos or the use of encrypted network tunnels, the risk of exposing sensitive information is mitigated.","Run the following command to determine if the 'telnet-server' package is installed: # rpm -q telnet-serverIf the package is installed, this is a finding.",The 'telnet-server' package can be uninstalled with the following command: # yum erase telnet-server
V-38588,SV-50389r1_rule,RHEL-06-000070,The system must not permit interactive boot.,"Using interactive boot, the console user could disable auditing, firewalls, or other services, weakening system security.","To check whether interactive boot is disabled, run the following command: $ grep PROMPT /etc/sysconfig/initIf interactive boot is disabled, the output will show: PROMPT=noIf it does not, this is a finding.","To disable the ability for users to perform interactive startups, edit the file '/etc/sysconfig/init'. Add or correct the line: PROMPT=noThe 'PROMPT' option allows the console user to perform an interactive system startup, in which it is possible to select the set of services which are started on boot."
V-38589,SV-50390r1_rule,RHEL-06-000211,The telnet daemon must not be running.,"The telnet protocol uses unencrypted network communication, which means that data from the login session, including passwords and all other information transmitted during the session, can be stolen by eavesdroppers on the network. The telnet protocol is also subject to man-in-the-middle attacks.Mitigation:  If an enabled telnet daemon is configured to only allow encrypted sessions, such as with Kerberos or the use of encrypted network tunnels, the risk of exposing sensitive information is mitigated.","To check that the 'telnet' service is disabled in system boot configuration, run the following command: # chkconfig 'telnet' --listOutput should indicate the 'telnet' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'telnet' --list'telnet' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'telnet' is disabled through current runtime configuration: # service telnet statusIf the service is disabled the command will return the following output: telnet is stoppedIf the service is running, this is a finding.",The 'telnet' service can be disabled with the following command: # chkconfig telnet off
V-38590,SV-50391r1_rule,RHEL-06-000071,The system must allow locking of the console screen in text mode.,Installing 'screen' ensures a console locking capability is available for users who may need to suspend console logins.,"Run the following command to determine if the 'screen' package is installed: # rpm -q screenIf the package is not installed, this is a finding.","To enable console screen locking when in text mode, install the 'screen' package: # yum install screenInstruct users to begin new terminal sessions with the following command: $ screenThe console can now be locked with the following key combination: ctrl+a x"
V-38591,SV-50392r1_rule,RHEL-06-000213,The rsh-server package must not be installed.,The 'rsh-server' package provides several obsolete and insecure network services. Removing it decreases the risk of those services' accidental (or intentional) activation.,"Run the following command to determine if the 'rsh-server' package is installed: # rpm -q rsh-serverIf the package is installed, this is a finding.",The 'rsh-server' package can be uninstalled with the following command: # yum erase rsh-server
V-38592,SV-50393r1_rule,RHEL-06-000356,The system must require administrator action to unlock an account locked by excessive failed login attempts.,Locking out user accounts after a number of incorrect attempts prevents direct password guessing attacks. Ensuring that an administrator is involved in unlocking locked accounts draws appropriate attention to such situations.,"To ensure the failed password attempt policy is configured correctly, run the following command: # grep pam_faillock /etc/pam.d/system-auth-acThe output should show 'unlock_time=<some-large-number>'; the largest acceptable value is 604800 seconds (one week). If that is not the case, this is a finding.",To configure the system to lock out accounts after a number of incorrect login attempts and require an administrator to unlock the account using 'pam_faillock.so': Add the following lines immediately below the 'pam_unix.so' statement in the AUTH section of'/etc/pam.d/system-auth-ac': auth [default=die] pam_faillock.so authfail deny=3 unlock_time=604800 fail_interval=900auth required pam_faillock.so authsucc deny=3 unlock_time=604800  fail_interval=900Note that any updates made to '/etc/pam.d/system-auth-ac' will be overwritten by the 'authconfig' program.  The 'authconfig' program should not be used.
V-38593,SV-50394r1_rule,RHEL-06-000073,"The Department of Defense (DoD) login banner must be displayed immediately prior to, or as part of, console login prompts.",An appropriate warning message reinforces policy awareness during the logon process and facilitates possible legal action against attackers.,"To check if the system login banner is compliant, run the following command: $ cat /etc/issueIf it does not display the required banner, this is a finding.","To configure the system login banner: Edit '/etc/issue'. Replace the default text with a message compliant with the local site policy or a legal disclaimer. The DoD required text is either: 'You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only. By using this IS (which includes any device attached to this IS), you consent to the following conditions: -The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations. -At any time, the USG may inspect and seize data stored on this IS. -Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose. -This IS includes security measures (e.g., authentication and access controls) to protect USG interests -- not for your personal benefit or privacy. -Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants. Such communications and work product are private and confidential. See User Agreement for details.' OR: 'I've read & consent to terms in IS user agreem't.'"
V-38594,SV-50395r1_rule,RHEL-06-000214,The rshd service must not be running.,"The rsh service uses unencrypted network communications, which means that data from the login session, including passwords and all other information transmitted during the session, can be stolen by eavesdroppers on the network.","To check that the 'rsh' service is disabled in system boot configuration, run the following command: # chkconfig 'rsh' --listOutput should indicate the 'rsh' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'rsh' --list'rsh' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'rsh' is disabled through current runtime configuration: # service rsh statusIf the service is disabled the command will return the following output: rsh is stoppedIf the service is running, this is a finding.","The 'rsh' service, which is available with the 'rsh-server' package and runs as a service through xinetd, should be disabled. The 'rsh' service can be disabled with the following command: # chkconfig rsh off"
V-38595,SV-50396r1_rule,RHEL-06-000349,"The system must be configured to require the use of a CAC, PIV compliant hardware token, or Alternate Logon Token (ALT) for authentication.",Smart card login provides two-factor authentication stronger than that provided by a username/password combination. Smart cards leverage a PKI (public key infrastructure) in order to provide and verify credentials.,"Interview the SA to determine if all accounts not exempted by policy are using CAC authentication. For DoD systems, the following systems and accounts are exempt from using smart card (CAC) authentication: SIPRNET systemsStandalone systemsApplication accountsTemporary employee accounts, such as students or interns, who cannot easily receive a CAC or PIVOperational tactical locations that are not collocated with RAPIDS workstations to issue CAC or ALTTest systems, such as those with an Interim Approval to Test (IATT) and use a separate VPN, firewall, or security measure preventing access to network and system components from outside the protection boundary documented in the IATT.If non-exempt accounts are not using CAC authentication, this is a finding.","To enable smart card authentication, consult the documentation at: https://docs.redhat.com/docs/en-US/Red_Hat_Enterprise_Linux/6/html/Managing_Smart_Cards/enabling-smart-card-login.html"
V-38596,SV-50397r1_rule,RHEL-06-000078,The system must implement virtual address space randomization.,"Address space layout randomization (ASLR) makes it more difficult for an attacker to predict the location of attack code he or she has introduced into a process's address space during an attempt at exploitation. Additionally, ASLR also makes it more difficult for an attacker to know the location of existing code in order to repurpose it using return oriented programming (ROP) techniques.","The status of the 'kernel.randomize_va_space' kernel parameter can be queried by running the following command: $ sysctl kernel.randomize_va_spaceThe output of the command should indicate a value of at least '1' (preferably '2'). If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'kernel.randomize_va_space' kernel parameter, run the following command: # sysctl -w kernel.randomize_va_space=2If this is not the system's default value, add the following line to '/etc/sysctl.conf': kernel.randomize_va_space = 2"
V-38597,SV-50398r1_rule,RHEL-06-000079,The system must limit the ability of processes to have simultaneous write and execute access to memory.,"ExecShield uses the segmentation feature on all x86 systems to prevent execution in memory higher than a certain address. It writes an address as a limit in the code segment descriptor, to control where code can be executed, on a per-process basis. When the kernel places a process's memory regions such as the stack and heap higher than this address, the hardware prevents execution in that address range.","The status of the 'kernel.exec-shield' kernel parameter can be queried by running the following command: $ sysctl kernel.exec-shieldThe output of the command should indicate a value of '1'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'kernel.exec-shield' kernel parameter, run the following command: # sysctl -w kernel.exec-shield=1If this is not the system's default value, add the following line to '/etc/sysctl.conf': kernel.exec-shield = 1"
V-38598,SV-50399r1_rule,RHEL-06-000216,The rexecd service must not be running.,"The rexec service uses unencrypted network communications, which means that data from the login session, including passwords and all other information transmitted during the session, can be stolen by eavesdroppers on the network.","To check that the 'rexec' service is disabled in system boot configuration, run the following command: # chkconfig 'rexec' --listOutput should indicate the 'rexec' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'rexec' --list'rexec' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'rexec' is disabled through current runtime configuration: # service rexec statusIf the service is disabled the command will return the following output: rexec is stoppedIf the service is running, this is a finding.","The 'rexec' service, which is available with the 'rsh-server' package and runs as a service through xinetd, should be disabled. The 'rexec' service can be disabled with the following command: # chkconfig rexec off"
V-38599,SV-50400r1_rule,RHEL-06-000348,The FTPS/FTP service on the system must be configured with the Department of Defense (DoD) login banner.,This setting will cause the system greeting banner to be used for FTP connections as well.,"To verify this configuration, run the following command: grep 'banner_file' /etc/vsftpd/vsftpd.confThe output should show the value of 'banner_file' is set to '/etc/issue', an example of which is shown below. # grep 'banner_file' /etc/vsftpd/vsftpd.confbanner_file=/etc/issueIf it does not, this is a finding.","Edit the vsftpd configuration file, which resides at '/etc/vsftpd/vsftpd.conf' by default. Add or correct the following configuration options. banner_file=/etc/issue"
V-38600,SV-50401r1_rule,RHEL-06-000080,The system must not send ICMPv4 redirects by default.,Sending ICMP redirects permits the system to instruct other systems to update their routing information. The ability to send ICMP redirects is only appropriate for routers.,"The status of the 'net.ipv4.conf.default.send_redirects' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.conf.default.send_redirectsThe output of the command should indicate a value of '0'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.conf.default.send_redirects' kernel parameter, run the following command: # sysctl -w net.ipv4.conf.default.send_redirects=0If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.conf.default.send_redirects = 0"
V-38601,SV-50402r1_rule,RHEL-06-000081,The system must not send ICMPv4 redirects from any interface.,Sending ICMP redirects permits the system to instruct other systems to update their routing information. The ability to send ICMP redirects is only appropriate for routers.,"The status of the 'net.ipv4.conf.all.send_redirects' kernel parameter can be queried by running the following command: $ sysctl net.ipv4.conf.all.send_redirectsThe output of the command should indicate a value of '0'. If this value is not the default value, investigate how it could have been adjusted at runtime, and verify it is not set improperly in '/etc/sysctl.conf'. If the correct value is not returned, this is a finding.","To set the runtime status of the 'net.ipv4.conf.all.send_redirects' kernel parameter, run the following command: # sysctl -w net.ipv4.conf.all.send_redirects=0If this is not the system's default value, add the following line to '/etc/sysctl.conf': net.ipv4.conf.all.send_redirects = 0"
V-38602,SV-50403r1_rule,RHEL-06-000218,The rlogind service must not be running.,"The rlogin service uses unencrypted network communications, which means that data from the login session, including passwords and all other information transmitted during the session, can be stolen by eavesdroppers on the network.","To check that the 'rlogin' service is disabled in system boot configuration, run the following command: # chkconfig 'rlogin' --listOutput should indicate the 'rlogin' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'rlogin' --list'rlogin' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'rlogin' is disabled through current runtime configuration: # service rlogin statusIf the service is disabled the command will return the following output: rlogin is stoppedIf the service is running, this is a finding.","The 'rlogin' service, which is available with the 'rsh-server' package and runs as a service through xinetd, should be disabled. The 'rlogin' service can be disabled with the following command: # chkconfig rlogin off"
V-38603,SV-50404r1_rule,RHEL-06-000220,The ypserv package must not be installed.,Removing the 'ypserv' package decreases the risk of the accidental (or intentional) activation of NIS or NIS+ services.,"Run the following command to determine if the 'ypserv' package is installed: # rpm -q ypservIf the package is installed, this is a finding.",The 'ypserv' package can be uninstalled with the following command: # yum erase ypserv
V-38604,SV-50405r1_rule,RHEL-06-000221,The ypbind service must not be running.,Disabling the 'ypbind' service ensures the system is not acting as a client in a NIS or NIS+ domain.,"To check that the 'ypbind' service is disabled in system boot configuration, run the following command: # chkconfig 'ypbind' --listOutput should indicate the 'ypbind' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'ypbind' --list'ypbind' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'ypbind' is disabled through current runtime configuration: # service ypbind statusIf the service is disabled the command will return the following output: ypbind is stoppedIf the service is running, this is a finding.","The 'ypbind' service, which allows the system to act as a client in a NIS or NIS+ domain, should be disabled. The 'ypbind' service can be disabled with the following command: # chkconfig ypbind off"
V-38605,SV-50406r1_rule,RHEL-06-000224,The cron service must be running.,"Due to its usage for maintenance and security-supporting tasks, enabling the cron daemon is essential.","Run the following command to determine the current status of the 'crond' service: # service crond statusIf the service is enabled, it should return the following: crond is running...If the service is not running, this is a finding.","The 'crond' service is used to execute commands at preconfigured times. It is required by almost all systems to perform necessary maintenance tasks, such as notifying root of system activity. The 'crond' service can be enabled with the following command: # chkconfig crond on"
V-38606,SV-50407r1_rule,RHEL-06-000222,The tftp-server package must not be installed.,Removing the 'tftp-server' package decreases the risk of the accidental (or intentional) activation of tftp services.,"Run the following command to determine if the 'tftp-server' package is installed: # rpm -q tftp-serverIf the package is installed, this is a finding.",The 'tftp-server' package can be removed with the following command: # yum erase tftp-server
V-38607,SV-50408r1_rule,RHEL-06-000227,The SSH daemon must be configured to use only the SSHv2 protocol.,SSH protocol version 1 suffers from design flaws that result in security vulnerabilities and should not be used.,"To check which SSH protocol version is allowed, run the following command: # grep Protocol /etc/ssh/sshd_configIf configured properly, output should be Protocol 2If it is not, this is a finding.","Only SSH protocol version 2 connections should be permitted. The default setting in '/etc/ssh/sshd_config' is correct, and can be verified by ensuring that the following line appears: Protocol 2"
V-38608,SV-50409r1_rule,RHEL-06-000230,The SSH daemon must set a timeout interval on idle sessions.,Causing idle users to be automatically logged out guards against compromises one system leading trivially to compromises on another.,"Run the following command to see what the timeout interval is: # grep ClientAliveInterval /etc/ssh/sshd_configIf properly configured, the output should be: ClientAliveInterval 900If it is not, this is a finding.","SSH allows administrators to set an idle timeout interval. After this interval has passed, the idle user will be automatically logged out. To set an idle timeout interval, edit the following line in '/etc/ssh/sshd_config' as follows: ClientAliveInterval [interval]The timeout [interval] is given in seconds. To have a timeout of 15 minutes, set [interval] to 900. If a shorter timeout has already been set for the login shell, that value will preempt any SSH setting made here. Keep in mind that some processes may stop SSH from correctly detecting that the user is idle."
V-38609,SV-50410r1_rule,RHEL-06-000223,The TFTP service must not be running.,"Disabling the 'tftp' service ensures the system is not acting as a tftp server, which does not provide encryption or authentication.","To check that the 'tftp' service is disabled in system boot configuration, run the following command: # chkconfig 'tftp' --listOutput should indicate the 'tftp' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'tftp' --list'tftp' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'tftp' is disabled through current runtime configuration: # service tftp statusIf the service is disabled the command will return the following output: tftp is stoppedIf the service is running, this is a finding.",The 'tftp' service should be disabled. The 'tftp' service can be disabled with the following command: # chkconfig tftp off
V-38610,SV-50411r1_rule,RHEL-06-000231,The SSH daemon must set a timeout count on idle sessions.,This ensures a user login will be terminated as soon as the 'ClientAliveCountMax' is reached.,"To ensure the SSH idle timeout will occur when the 'ClientAliveCountMax' is set, run the following command: # grep ClientAliveCountMax /etc/ssh/sshd_configIf properly configured, output should be: ClientAliveCountMax 0If it is not, this is a finding.","To ensure the SSH idle timeout occurs precisely when the 'ClientAliveCountMax' is set, edit '/etc/ssh/sshd_config' as follows: ClientAliveCountMax 0"
V-38611,SV-50412r1_rule,RHEL-06-000234,The SSH daemon must ignore .rhosts files.,SSH trust relationships mean a compromise on one host can allow an attacker to move trivially to other hosts.,"To determine how the SSH daemon's 'IgnoreRhosts' option is set, run the following command: # grep -i IgnoreRhosts /etc/ssh/sshd_configIf no line, a commented line, or a line indicating the value 'yes' is returned, then the required value is set. If the required value is not set, this is a finding.","SSH can emulate the behavior of the obsolete rsh command in allowing users to enable insecure access to their accounts via '.rhosts' files. To ensure this behavior is disabled, add or correct the following line in '/etc/ssh/sshd_config': IgnoreRhosts yes"
V-38612,SV-50413r1_rule,RHEL-06-000236,The SSH daemon must not allow host-based authentication.,SSH trust relationships mean a compromise on one host can allow an attacker to move trivially to other hosts.,"To determine how the SSH daemon's 'HostbasedAuthentication' option is set, run the following command: # grep -i HostbasedAuthentication /etc/ssh/sshd_configIf no line, a commented line, or a line indicating the value 'no' is returned, then the required value is set. If the required value is not set, this is a finding.","SSH's cryptographic host-based authentication is more secure than '.rhosts' authentication, since hosts are cryptographically authenticated. However, it is not recommended that hosts unilaterally trust one another, even within an organization. To disable host-based authentication, add or correct the following line in '/etc/ssh/sshd_config': HostbasedAuthentication no"
V-38613,SV-50414r1_rule,RHEL-06-000237,The system must not permit root logins using remote access programs such as ssh.,Permitting direct root login reduces auditable information about who ran privileged commands on the system and also allows direct attack attempts on root's password.,"To determine how the SSH daemon's 'PermitRootLogin' option is set, run the following command: # grep -i PermitRootLogin /etc/ssh/sshd_configIf a line indicating 'no' is returned, then the required value is set. If the required value is not set, this is a finding.","The root user should never be allowed to log in to a system directly over a network. To disable root login via SSH, add or correct the following line in '/etc/ssh/sshd_config': PermitRootLogin no"
V-38614,SV-50415r1_rule,RHEL-06-000239,The SSH daemon must not allow authentication using an empty password.,"Configuring this setting for the SSH daemon provides additional assurance that remote login via SSH will require a password, even in the event of misconfiguration elsewhere.","To determine how the SSH daemon's 'PermitEmptyPasswords' option is set, run the following command: # grep -i PermitEmptyPasswords /etc/ssh/sshd_configIf no line, a commented line, or a line indicating the value 'no' is returned, then the required value is set. If the required value is not set, this is a finding.","To explicitly disallow remote login from accounts with empty passwords, add or correct the following line in '/etc/ssh/sshd_config': PermitEmptyPasswords noAny accounts with empty passwords should be disabled immediately, and PAM configuration should prevent users from being able to assign themselves empty passwords."
V-38615,SV-50416r1_rule,RHEL-06-000240,The SSH daemon must be configured with the Department of Defense (DoD) login banner.,"The warning message reinforces policy awareness during the logon process and facilitates possible legal action against attackers. Alternatively, systems whose ownership should not be obvious should ensure usage of a banner that does not provide easy attribution.","To determine how the SSH daemon's 'Banner' option is set, run the following command: # grep -i Banner /etc/ssh/sshd_configIf a line indicating /etc/issue is returned, then the required value is set. If the required value is not set, this is a finding.","To enable the warning banner and ensure it is consistent across the system, add or correct the following line in '/etc/ssh/sshd_config': Banner /etc/issueAnother section contains information on how to create an appropriate system-wide warning banner."
V-38616,SV-50417r1_rule,RHEL-06-000241,The SSH daemon must not permit user environment settings.,SSH environment options potentially allow users to bypass access restriction in some configurations.,"To ensure users are not able to present environment daemons, run the following command: # grep PermitUserEnvironment /etc/ssh/sshd_configIf properly configured, output should be: PermitUserEnvironment noIf it is not, this is a finding.","To ensure users are not able to present environment options to the SSH daemon, add or correct the following line in '/etc/ssh/sshd_config': PermitUserEnvironment no"
V-38617,SV-50418r1_rule,RHEL-06-000243,The SSH daemon must be configured to use only FIPS 140-2 approved ciphers.,Approved algorithms should impart some level of confidence in their implementation. These are also required for compliance.,"Only FIPS-approved ciphers should be used. To verify that only FIPS-approved ciphers are in use, run the following command: # grep Ciphers /etc/ssh/sshd_configThe output should contain only those ciphers which are FIPS-approved, namely, the AES and 3DES ciphers. If that is not the case, this is a finding.","Limit the ciphers to those algorithms which are FIPS-approved. Counter (CTR) mode is also preferred over cipher-block chaining (CBC) mode. The following line in '/etc/ssh/sshd_config' demonstrates use of FIPS-approved ciphers: Ciphers aes128-ctr,aes192-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes192-cbc,aes256-cbcThe man page 'sshd_config(5)' contains a list of supported ciphers."
V-38618,SV-50419r1_rule,RHEL-06-000246,The avahi service must be disabled.,"Because the Avahi daemon service keeps an open network port, it is subject to network attacks. Its functionality is convenient but is only appropriate if the local network can be trusted.","To check that the 'avahi-daemon' service is disabled in system boot configuration, run the following command: # chkconfig 'avahi-daemon' --listOutput should indicate the 'avahi-daemon' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'avahi-daemon' --list'avahi-daemon' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'avahi-daemon' is disabled through current runtime configuration: # service avahi-daemon statusIf the service is disabled the command will return the following output: avahi-daemon is stoppedIf the service is running, this is a finding.",The 'avahi-daemon' service can be disabled with the following command: # chkconfig avahi-daemon off
V-38619,SV-50420r1_rule,RHEL-06-000347,There must be no .netrc files on the system.,Unencrypted passwords for remote FTP servers may be stored in '.netrc' files. DoD policy requires passwords be encrypted in storage and not used in access scripts.,"To check the system for the existence of any '.netrc' files, run the following command: # find /home -xdev -name .netrcIf any .netrc files exist, this is a finding.",The '.netrc' files contain login information used to auto-login into FTP servers and reside in the user's home directory. These files may contain unencrypted passwords to remote FTP servers making them susceptible to access by unauthorized users and should not be used. Any '.netrc' files should be removed.
V-38620,SV-50421r1_rule,RHEL-06-000247,"The system clock must be synchronized continuously, or at least daily.","Enabling the 'ntpd' service ensures that the 'ntpd' service will be running and that the system will synchronize its time to any servers specified. This is important whether the system is configured to be a client (and synchronize only its own clock) or it is also acting as an NTP server to other systems. Synchronizing time is essential for authentication services such as Kerberos, but it is also important for maintaining accurate logs and auditing possible security breaches.","Run the following command to determine the current status of the 'ntpd' service: # service ntpd statusIf the service is enabled, it should return the following: ntpd is running...If the service is not running, this is a finding.",The 'ntpd' service can be enabled with the following command: # chkconfig ntpd on# service ntpd start
V-38621,SV-50422r1_rule,RHEL-06-000248,The system clock must be synchronized to an authoritative DoD time source.,Synchronizing with an NTP server makes it possible to collate system logs from multiple sources or correlate computer events with real time events. Using a trusted NTP server provided by your organization is recommended.,"A remote NTP server should be configured for time synchronization. To verify one is configured, open the following file. /etc/ntp.confIn the file, there should be a section similar to the following: # --- OUR TIMESERVERS -----server [ntpserver]If this is not the case, this is a finding.","To specify a remote NTP server for time synchronization, edit the file '/etc/ntp.conf'. Add or correct the following lines, substituting the IP or hostname of a remote NTP server for ntpserver. server [ntpserver]This instructs the NTP software to contact that remote server to obtain time data."
V-38622,SV-50423r1_rule,RHEL-06-000249,Mail relaying must be restricted.,"This ensures 'postfix' accepts mail messages (such as cron job reports) from the local system only, and not from the network, which protects it from network attack.","Run the following command to ensure postfix accepts mail messages from only the local system: $ grep inet_interfaces /etc/postfix/main.cfIf properly configured, the output should show only 'localhost'. If it does not, this is a finding.",Edit the file '/etc/postfix/main.cf' to ensure that only the following 'inet_interfaces' line appears: inet_interfaces = localhost
V-38623,SV-50424r1_rule,RHEL-06-000135,All rsyslog-generated log files must have mode 0600 or less permissive.,"Log files can contain valuable information regarding system configuration. If the system log files are not protected, unauthorized users could change the logged data, eliminating their forensic value.","The file permissions for all log files written by rsyslog should be set to 600, or more restrictive. These log files are determined by the second part of each Rule line in '/etc/rsyslog.conf' and typically all appear in '/var/log'. For each log file [LOGFILE] referenced in '/etc/rsyslog.conf', run the following command to inspect the file's permissions: $ ls -l [LOGFILE]The permissions should be 600, or more restrictive. If the permissions are not correct, this is a finding.","The file permissions for all log files written by rsyslog should be set to 600, or more restrictive. These log files are determined by the second part of each Rule line in '/etc/rsyslog.conf' and typically all appear in '/var/log'. For each log file [LOGFILE] referenced in '/etc/rsyslog.conf', run the following command to inspect the file's permissions:$ ls -l [LOGFILE]If the permissions are not 600 or more restrictive, run the following command to correct this:# chmod 0600 [LOGFILE]"
V-38624,SV-50425r1_rule,RHEL-06-000138,System logs must be rotated daily.,Log files that are not properly rotated run the risk of growing so large that they fill up the /var/log partition. Valuable logging information could be lost if the /var/log partition becomes full.,"Run the following commands to determine the current status of the 'logrotate' service: # grep logrotate /var/log/cron*If the logrotate service is not run on a daily basis by cron, this is a finding.","The 'logrotate' service should be installed or reinstalled if it is not installed and operating properly, by running the following command:# yum reinstall logrotate"
V-38625,SV-50426r1_rule,RHEL-06-000252,"If the system is using LDAP for authentication or account information, the system must use a TLS connection using FIPS 140-2 approved cryptographic algorithms.",The ssl directive specifies whether to use ssl or not. If not specified it will default to 'no'. It should be set to 'start_tls' rather than doing LDAP over SSL.,"If the system does not use LDAP for authentication or account information, this is not applicable.To ensure LDAP is configured to use TLS for all transactions, run the following command: $ grep start_tls /etc/pam_ldap.confIf no lines are returned, this is a finding.","Configure LDAP to enforce TLS use. First, edit the file '/etc/pam_ldap.conf', and add or correct the following lines: ssl start_tlsThen review the LDAP server and ensure TLS has been configured."
V-38626,SV-50427r1_rule,RHEL-06-000253,The LDAP client must use a TLS connection using trust certificates signed by the site CA.,The tls_cacertdir or tls_cacertfile directives are required when tls_checkpeer is configured (which is the default for openldap versions 2.1 and up). These directives define the path to the trust certificates signed by the site CA.,"If the system does not use LDAP for authentication or account information, this is not applicable.To ensure TLS is configured with trust certificates, run the following command: # grep cert /etc/pam_ldap.confIf there is no output, or the lines are commented out, this is a finding.","Ensure a copy of the site's CA certificate has been placed in the file '/etc/pki/tls/CA/cacert.pem'. Configure LDAP to enforce TLS use and to trust certificates signed by the site's CA. First, edit the file '/etc/pam_ldap.conf', and add or correct either of the following lines: tls_cacertdir /etc/pki/tls/CAor tls_cacertfile /etc/pki/tls/CA/cacert.pemThen review the LDAP server and ensure TLS has been configured."
V-38627,SV-50428r1_rule,RHEL-06-000256,The openldap-servers package must not be installed unless required.,Unnecessary packages should not be installed to decrease the attack surface of the system.,"To verify the 'openldap-servers' package is not installed, run the following command: $ rpm -q openldap-serversThe output should show the following. package openldap-servers is not installedIf it does not, this is a finding.","The 'openldap-servers' package should be removed if not in use. Is this machine the OpenLDAP server? If not, remove the package. # yum erase openldap-serversThe openldap-servers RPM is not installed by default on RHEL6 machines. It is needed only by the OpenLDAP server, not by the clients which use LDAP for authentication. If the system is not intended for use as an LDAP Server it should be removed."
